i,j
40061,40101
40061,40135
40079,05127
40079,40135
40079,05131
08095,08115
08095,31029
08095,31135
28037,28063
28037,28085
30063,30089
30063,30077
30063,30047
30063,30029
20195,20051
20195,20065
20195,20163
20165,20009
20165,20051
20165,20167
31057,20153
31057,31029
31057,31087
31057,31085
20153,31087
20153,20039
20153,31145
20179,20065
20179,20039
20179,20137
53051,16017
53051,16021
56043,56003
56043,56019
22087,28045
22087,28047
31007,31033
31007,56015
31007,31157
31007,31123
30067,30009
30067,30097
30067,30095
30067,30059
20191,20173
20191,20035
20191,20015
22107,28063
22107,28021
22107,22065
22107,28149
16017,30089
16017,16021
16017,30053
05139,05103
05139,22067
05139,05013
05139,05011
05139,05003
28063,28021
28063,28085
28063,28029
22083,22067
22083,22065
22083,22123
22083,22035
05109,05019
05109,05097
40101,40145
40101,40135
40101,40021
28113,22117
28113,28147
28113,28085
30089,30047
30089,30053
30089,30029
22117,28147
22117,28109
22117,28091
31033,08115
31033,31049
31033,31123
31033,31069
40143,40113
40143,40145
40143,40131
40143,40147
56015,31157
56015,31165
56015,56027
05103,05019
05103,05013
05103,05039
28045,28109
28045,28047
28045,28131
08115,31049
08115,31135
30077,30049
30077,30029
40113,20035
40113,40147
40113,20019
20155,20173
20155,20159
20155,20079
20155,20113
40145,40131
40145,40021
40145,40097
20009,20159
20009,20167
20009,20053
31029,31135
31029,31085
31157,31123
31157,31165
31157,31013
20051,20167
20051,20163
20051,20141
28147,28085
28147,28091
28147,28077
56009,56019
56009,56027
56009,56005
56009,56045
28021,28029
28021,28149
28021,28049
28085,28029
28085,28077
05019,05097
05019,05039
05019,05059
20065,20163
20065,20137
20065,20147
22067,22123
22067,05003
22067,05017
31087,31085
31087,31145
31087,31063
20039,31145
20039,20137
20039,31065
05127,05097
05127,05131
05127,05083
05127,05149
05097,05059
05097,05051
05097,05149
22065,28149
22065,22035
28109,28047
28109,28091
28109,28131
28109,28073
28109,28035
30007,30049
30007,30059
05013,05011
05013,05039
05013,05025
40135,05131
40135,40021
40135,40001
40135,05033
31049,31135
31049,31101
31049,31069
56003,30009
56003,56019
56003,56033
56003,30003
20173,20035
20173,20079
20173,20015
20035,20019
20035,20015
20035,20049
30047,30029
05131,05033
05131,05083
05131,05047
16021,30053
28047,28131
28047,28059
20159,20053
20159,20113
30009,30095
30009,30003
30009,30111
40131,40147
40131,40097
40131,40105
40131,40035
22123,22035
22123,05017
28091,28077
28091,28073
28091,28065
40021,40097
40021,40001
40021,40041
05011,05003
05011,05025
05011,05043
31123,31069
31123,31013
31123,31161
28029,28077
28029,28049
28029,28127
28029,28121
31135,31085
31135,31101
31135,31111
28077,28065
28077,28127
40147,20019
40147,40105
40147,20125
05039,05059
05039,05025
05039,05053
20167,20053
20167,20141
20167,20105
05003,05043
05003,05017
30097,30095
30097,30059
30097,30107
30097,30037
31085,31063
31085,31111
28149,22035
28149,28055
28149,28049
28149,28163
20163,20141
20163,20147
20163,20183
22035,28055
22035,05017
31145,31063
31145,31065
20137,20147
20137,31065
20137,31083
05059,05051
05059,05053
05059,05125
56019,56033
56019,56005
30049,30059
30049,30029
30049,30013
30049,30099
40097,40041
40097,40035
20079,20015
20079,20113
20079,20115
30053,30029
05051,05149
05051,05125
05051,05105
20019,20049
20019,20125
28131,28059
28131,28035
28131,28111
28131,28039
28073,28065
28073,28035
28073,28031
30095,30037
30095,30111
40001,05033
40001,40041
40001,05143
40001,05007
20053,20113
20053,20105
20053,20169
28065,28127
28065,28031
05033,05047
05033,05143
05033,05087
31165,56027
31165,31013
31165,31045
31165,46047
28055,05017
28055,28125
28055,28151
28055,28163
28049,28127
28049,28121
28049,28163
28049,28089
31101,31069
31101,31005
31101,31111
31101,31117
05083,05149
05083,05047
05083,05071
05083,05115
40105,20125
40105,40035
40105,20099
31069,31005
31069,31075
31069,31161
28059,28039
28059,01097
20015,20049
20015,20115
20015,20073
20015,20017
05025,05043
05025,05053
05025,05079
05025,05069
20113,20115
20113,20169
20113,20041
30059,30107
30059,30013
30059,30045
05149,05105
05149,05115
05149,05029
56027,56045
56027,46047
56027,46033
31013,31045
31013,31161
28035,28031
28035,28111
28035,28067
05043,05017
05043,05079
05043,05041
05047,05071
05047,05087
28127,28031
28127,28121
28127,28129
20141,20105
20141,20183
20141,20123
20141,20089
20049,20125
20049,20073
20049,20205
20147,31083
20147,20183
20147,31061
31063,31065
31063,31111
31063,31073
31063,31047
31065,31083
31065,31073
31065,31137
05053,05125
05053,05069
05053,05119
05017,28151
05017,05041
05017,28011
28031,28067
28031,28129
40041,40035
40041,05007
40041,40115
40041,29119
20105,20169
20105,20123
20105,20143
28125,28151
28125,28163
28125,28053
30029,30099
30029,30073
30029,30035
20125,20099
20125,20205
20125,20133
40035,20099
40035,40115
40035,20021
05143,05007
05143,05087
28111,28039
28111,28067
28111,28041
28111,28153
05125,05105
05125,05119
28039,01097
28039,28041
31005,31075
31005,31117
31005,31091
05105,05119
05105,05029
05105,05045
20115,20169
20115,20017
20115,20041
20115,20127
56033,56005
56033,30003
56033,30075
20169,20143
20169,20041
28121,28129
28121,28089
28121,28123
05079,05069
05079,05041
05079,05001
31111,31117
31111,31047
31111,31113
31111,31041
28151,28053
28151,28011
28151,28133
28163,28089
28163,28053
28163,28051
28163,28007
30107,30037
30107,30045
30107,30027
31083,31061
31083,31137
31083,31099
05071,05087
05071,05115
05071,05101
28067,28129
28067,28061
28067,28153
31073,31137
31073,31047
31045,31161
31045,46047
20183,31061
20183,20089
20183,31181
20073,20205
20073,20017
20073,20207
20073,20111
20073,20031
05069,05119
05069,05085
05069,05001
30013,30099
30013,30045
30013,30015
01097,28041
01097,01003
01097,01129
20123,20143
20123,20089
20123,20029
28129,28061
28129,28123
28129,28101
05007,05087
05007,29119
05007,05015
05007,29009
20099,20021
20099,20133
20099,20037
56005,56045
56005,56011
56005,30075
20205,20207
20205,20133
20205,20001
30099,30073
30099,30015
31075,31161
31075,31091
31075,31031
28041,28153
28041,01129
40115,29119
40115,20021
40115,29145
30003,30111
30003,30103
30003,30075
30003,30087
28089,28123
28089,28051
28089,28079
28089,28007
20017,20127
20017,20111
05119,05085
05119,05045
28053,28051
28053,28133
28053,28083
05087,05101
05087,05015
20143,20041
20143,20029
20143,20027
05041,28011
05041,05001
05041,05107
05115,05029
05115,05101
05115,05141
05115,05129
30037,30111
30037,30065
30037,30027
31117,31091
31117,31113
31117,31171
30111,30065
30111,30103
30111,30087
56045,46033
56045,56011
56045,46081
56045,46103
29119,29145
29119,29009
31061,31137
31061,31181
31061,31099
31161,31031
20041,20127
20041,20061
20041,20027
46047,46033
30045,30027
30045,30015
31137,31047
31137,31099
31137,31019
05029,05045
05029,05141
31047,31019
31047,31041
20207,20133
20207,20001
20207,20031
20207,20003
28061,28123
28061,28153
28061,28101
28061,28023
28061,28075
28123,28079
28123,28101
20021,29145
20021,20037
20021,29097
20089,20029
20089,31181
20089,20157
20089,31129
20133,20037
20133,20001
20133,20011
01003,01129
01003,12033
01003,01025
01003,01053
01003,01099
28153,01129
28153,28023
28153,01023
28011,28133
28011,05107
28011,28027
20127,20111
20127,20061
20127,20197
05101,05015
05101,05129
05101,05009
05085,05001
05085,05045
05085,05117
05085,05145
05001,05117
05001,05095
05001,05107
05045,05141
05045,05145
05045,05023
28051,28083
28051,28007
28051,28015
31091,31171
31091,31031
28133,28083
28133,28027
28133,28135
20029,20027
20029,20157
20029,20201
29145,29009
29145,29097
29145,29109
30073,30035
30073,30015
30073,30101
30073,30051
31181,31099
31181,31129
31181,31001
31181,31035
31113,31171
31113,31041
31113,31009
31099,31019
31099,31001
20111,20031
20111,20197
20111,20139
05015,29009
05015,05009
05015,29209
05015,29213
01129,01023
01129,01025
28079,28101
28079,28007
28079,28099
28079,28159
30035,30101
20061,20027
20061,20161
20061,20197
20037,29097
20037,20011
20037,29011
20037,29217
28101,28023
28101,28099
28101,28075
28101,28069
20001,20031
20001,20011
20001,20003
20001,20107
28083,28015
28083,28135
28083,28043
29009,29209
29009,29109
20031,20003
20031,20139
20031,20059
20027,20161
20027,20201
12033,12113
12033,01053
05141,05129
05141,05023
05141,05137
30065,30027
30065,30087
30065,30069
28023,01023
28023,28075
46033,46103
29097,29011
29097,29109
29097,29057
05117,05095
05117,05145
05117,05147
31019,31001
31019,31041
31019,31079
31019,31163
31019,31093
20157,31129
20157,20201
20157,31169
20157,31095
31171,31031
31171,31009
05129,05009
05129,05089
05129,05137
05129,05005
31129,31169
31129,31035
31129,31059
28007,28015
28007,28099
28007,28097
28007,28159
28007,28019
31001,31035
31001,31079
31001,31081
31041,31163
31041,31009
31041,31115
31041,31175
31041,31071
28015,28097
28015,28043
05009,05089
05009,29213
05095,05107
05095,05147
05095,05077
05095,05123
20161,20197
20161,20201
20161,20149
20161,20117
28099,28075
28099,28159
28099,28069
20011,20003
20011,20107
20011,29217
56011,46081
56011,30075
56011,46019
56011,30011
20003,20059
20003,20107
20003,20121
05107,28027
05107,05077
05107,28143
05145,05023
05145,05147
05145,05063
05145,05067
29209,29109
29209,29213
29209,29043
20197,20139
20197,20149
20197,20177
28027,28135
28027,28119
28027,28143
29011,29057
29011,29217
29011,29039
30027,30015
30027,30069
30027,30005
30027,30071
05023,05137
05023,05063
12113,01053
12113,12091
30103,30087
29109,29057
29109,29043
29109,29077
01023,28075
01023,01025
01023,01119
01023,01091
28075,28069
28075,01119
20139,20059
20139,20177
20139,20045
30015,30051
30015,30041
30015,30005
28135,28043
28135,28119
28135,28161
28135,28107
31031,31009
31031,46007
31031,31017
31031,46121
31031,31103
31031,46123
20201,31169
20201,31095
20201,20117
20201,31067
01025,01099
01025,01091
01025,01131
31169,31095
31169,31059
31169,31151
28097,28043
28097,28019
28097,28155
05089,29213
05089,05005
05089,29153
31035,31059
31035,31081
31035,31185
30101,30051
31079,31093
31079,31081
31079,31121
46081,46103
46081,46019
46081,46093
31163,31093
31163,31175
31163,31077
30075,30087
30075,30011
30075,30017
31009,31115
31009,31017
05137,05005
05137,05063
05137,05065
29213,29043
29213,29153
29213,29067
01053,12091
01053,01099
01053,01035
01053,01039
28043,28155
28043,28161
28043,28013
28119,28143
28119,28107
20059,20107
20059,20045
20059,20121
20059,20091
20149,20177
20149,20117
20149,20085
20149,20131
20107,29217
20107,20121
20107,29013
28159,28019
28159,28069
28159,28103
28159,28105
30087,30069
30087,30017
30087,30033
29057,29077
29057,29039
29057,29167
05147,05123
05147,05067
05147,05037
29217,29039
29217,29013
29217,29185
05077,28143
05077,05123
05077,05035
46007,46071
46007,46121
46007,46095
28019,28155
28019,28105
28069,01119
28069,28103
12091,12131
12091,01039
20177,20045
20177,20085
20177,20087
29043,29077
29043,29067
29043,29225
46103,46071
46103,46093
46103,46055
01099,01035
01099,01131
01099,01013
05005,05065
05005,29153
05005,05049
30051,30041
30069,30033
30069,30071
31095,31059
31095,31151
31095,31067
31059,31151
31059,31185
31059,31159
31115,31017
31115,31071
31115,31149
31115,31089
31093,31121
31093,31077
31093,31125
31081,31121
31081,31185
31081,31143
31175,31077
31175,31071
31175,31183
20117,31067
20117,20131
20117,31133
29077,29167
29077,29225
29077,29059
28155,28105
28155,28013
28155,28025
28155,28017
28143,28107
28143,28137
28143,28033
28143,05035
05063,05065
05063,05067
05063,05135
05063,05075
28161,28107
28161,28013
28161,28071
05123,05037
05123,05035
29039,29167
29039,29185
01119,01091
01119,28103
01119,01063
01119,01107
20045,20121
20045,20087
20045,20091
20045,20103
05065,05049
05065,05135
20121,29013
20121,20091
20121,29037
28107,28137
28107,28071
01091,01131
01091,01063
01091,01065
01091,01047
01091,01105
01035,01039
01035,01013
31017,31149
31017,31103
29153,29067
29153,05049
29153,29091
05067,05037
05067,05111
05067,05075
05067,05031
29013,29185
29013,29037
29013,29083
20085,20087
20085,20131
20085,20005
20085,20013
12131,12005
12131,01039
12131,12133
12131,12059
12131,01061
28103,28105
28103,28087
28103,01107
28105,28025
28105,28087
28013,28071
28013,28017
28013,28115
05037,05035
05037,05111
31121,31125
31121,31143
31121,31141
31151,31185
31151,31067
31151,31159
31151,31109
31185,31159
31185,31143
31185,31023
29167,29185
29167,29059
29167,29085
31077,31125
31077,31183
31077,31011
01131,01013
01131,01047
01131,01085
20087,20103
20087,20005
46071,46121
46071,46095
46071,46055
46071,46075
31067,31133
31067,31097
31067,31109
31067,31131
12005,12045
12005,12133
12005,12013
12005,12063
29067,29225
29067,29229
29067,29091
29067,29215
31071,31183
31071,31089
28137,28071
28137,28033
28137,28093
46019,30011
46019,46093
46019,46063
46019,46105
20131,31133
20131,20013
20131,31147
29225,29059
29225,29229
29225,29105
20091,20103
20091,29037
20091,20209
20091,29095
30011,30017
30011,46063
30011,30025
29185,29085
29185,29083
29185,29015
05049,05135
05049,29091
05049,29149
12045,12037
12045,12013
12045,12077
01039,01013
01039,01061
01039,01041
01039,01031
46121,31103
46121,46095
46121,46123
01063,01065
01063,01107
01063,01125
28025,28017
28025,28087
28025,28095
30041,30005
28071,28115
28071,28093
28071,28145
05135,05075
05135,05121
05135,29149
31149,31103
31149,31089
31149,31015
31125,31011
31125,31141
20103,20005
20103,20209
20103,29165
29037,29083
29037,29095
29037,29101
28033,05035
28033,28093
28033,47157
31133,31097
31133,31147
31133,31127
30017,30033
30017,30079
30017,30025
05035,05111
05035,47157
05035,05093
05035,47167
28017,28115
28017,28095
28017,28081
46093,46055
46093,46137
46093,46105
05111,05031
05111,05093
31159,31143
31159,31109
31159,31023
31143,31023
31143,31141
28087,01107
28087,28095
28087,01075
12133,12059
12133,12063
29059,29085
29059,29105
29059,29029
20005,20013
20005,29165
20005,20043
20005,29021
29085,29015
29085,29029
20209,29095
20209,29165
20209,29047
01013,01041
01013,01085
05075,05031
05075,05121
05075,05055
31183,31011
31183,31089
31183,31003
29229,29105
29229,29215
01065,01105
01065,01125
01065,01007
12059,01061
12059,12063
29091,29149
29091,29215
29091,29203
29083,29015
29083,29101
29083,29159
20013,31147
20013,20043
01107,01075
01107,01125
01107,01057
12037,12077
12037,12129
28115,28145
28115,28081
31011,31141
31011,31003
31011,31119
31097,31109
31097,31127
31097,31131
01047,01105
01047,01085
01047,01001
01047,01021
30033,30079
30033,30071
30033,30055
30033,30105
31103,31089
31103,46123
31103,46053
31103,31015
46095,46123
46095,46075
46095,46085
31109,31023
31109,31131
31109,31155
31109,31025
28093,47157
28093,28145
28093,28009
28093,47047
05031,05055
05031,05093
05031,29069
12087,12021
12087,12086
12013,12077
12013,12063
12013,12039
29095,29101
29095,29047
29095,29107
29095,29177
01061,01031
01061,12063
01061,01045
01061,01069
30005,30071
01105,01007
01105,01021
47157,05093
47157,47167
47157,47047
29165,29047
29165,29021
29165,29049
31147,20043
31147,31127
31147,29087
12071,12021
12071,12015
12071,12051
12071,12043
28095,28081
28095,01075
28095,28057
28095,01093
31023,31141
31023,31155
31023,31037
31023,31053
12115,12015
12115,12081
12115,12027
29105,29215
29105,29029
29105,29169
46055,46075
46055,46137
46055,46117
46055,46041
01041,01031
01041,01085
01041,01109
01041,01101
01031,01045
01031,01109
05121,29149
05121,05055
05121,29181
05121,05021
31089,31003
31089,31015
31089,31107
29149,29181
29149,29203
29149,29035
20043,29021
20043,29087
20043,29003
29015,29029
29015,29159
29015,29141
28145,28081
28145,28009
28145,28139
28145,28117
31141,31119
31141,31037
31141,31167
01085,01001
01085,01101
29101,29107
29101,29159
12077,12063
12077,12129
12077,12039
12077,12073
31127,31131
31127,29087
31127,29005
12021,12086
12021,12051
12021,12011
31131,31025
31131,29005
31131,19071
29047,29049
29047,29177
46063,30025
46063,38011
46063,46105
46063,38001
28081,28057
28081,28117
12015,12027
12015,12051
12015,12043
12015,12055
29215,29169
29215,29203
29215,29065
29215,29161
28009,47047
28009,28139
28009,47069
29021,29049
29021,29003
29021,29063
46123,46053
46123,46085
12103,12057
12103,12101
29029,29169
29029,29141
29029,29131
05055,05021
05055,29069
01075,01057
01075,01093
12063,01069
12063,12039
12063,13253
12081,12027
12081,12057
12081,12049
12081,12105
46075,46117
46075,46085
31003,31119
31003,31139
31003,31107
01125,01007
01125,01057
01125,01127
01125,01073
29087,29005
29087,29003
29087,29147
30079,30025
30079,30055
30079,30021
30079,30109
30071,30105
05093,47167
05093,29069
05093,47097
05093,29155
05093,47045
47167,47047
47167,47097
47167,47075
31119,31167
31119,31139
31119,31179
30025,38011
30025,38087
30025,30109
30025,38033
31155,31025
31155,31153
31155,31053
31155,31055
47047,47069
47047,47075
31037,31167
31037,31053
31037,31039
28139,28117
28139,47069
28139,28003
29107,29159
29107,29177
29107,29195
29107,29033
01007,01021
01007,01117
01007,01073
31025,31153
31025,19071
31025,19129
01045,01109
01045,01069
01045,01067
01045,01005
01001,01101
01001,01021
01001,01051
01109,01101
01109,01011
01109,01005
28057,28117
28057,01093
28057,28141
28057,01059
29049,29177
29049,29063
29049,29025
29181,05021
29181,29035
29181,29023
